1	14129U	83058B	83167.30141176	.00000351	00000-0	99999-4	0	00
2	14129	8.6508	249.0141	7272172	178.2771	189.4709	2.28508829	00
1	14129U	83058B	83167.30237374	.00007813	-43907-4	99999-4	0	26
2	14129	8.6255	248.9485	7285947	178.1030	188.5434	2.30436037	08
1	14129U	83058B	83167.30269810	.00001283	00000-0	99999-4	0	12
2	14129	8.6423	248.9089	7280879	178.1119	188.6618	2.30743469	07
1	14129U	83058B	83168.17080173	.00000819	00000-0	99999-4	0	37
2	14129	8.6049	249.0243	7282425	178.5179	186.7889	2.29606600	28
1	14129U	83058B	83168.60296684	.00258325	00000-0	33140-1	0	42
2	14129	8.6233	248.6342	7281017	179.0596	184.2792	2.29890912	31
1	14129U	83058B	83168.60304360	.00222857	00000-0	28548-1	0	51
2	14129	8.6205	248.6159	7281540	179.0757	184.2501	2.29828310	37
1	14129U	83058B	83168.60415028	.00259088	00000-0	27787-1	0	66
2	14129	8.5791	248.8327	7288260	178.7947	184.8313	2.29339493	34
1	14129U	83058B	83168.60479516	.00000080	00000-0	00000+0	0	72
2	14129	8.5913	248.8016	7286243	178.8273	185.3208	2.29456869	33
1	14129U	83058B	83169.03866710	.00000080	00000-0	00000+0	0	87
2	14129	8.5993	248.5767	7277761	179.3313	184.4869	2.30431311	48
1	14129U	83058B	83169.46905838	.00006363	-43904-4	00000+0	0	95
2	14129	8.7156	249.1093	7284118	179.0214	181.4527	2.30414319	59
1	14129U	83058B	83169.47262802	.00000080	00000-0	00000+0	0	100
2	14129	8.5932	248.4180	7278075	179.6139	184.4134	2.30401673	51
1	14129U	83058B	83169.90389046	.00006378	-44060-4	00000+0	0	114
2	14129	8.7104	248.7698	7284468	179.5452	182.1419	2.30415600	68
1	14129U	83058B	83170.33438164	.00000080	00000-0	00000+0	0	125
2	14129	8.5696	248.2102	7274186	180.0949	179.7494	2.30647553	71
1	14129U	83058B	83171.19776613	.00302784	00000-0	36028-1	0	132
2	14129	8.5778	247.4361	7271241	181.2667	177.6222	2.31266418	95
1	14129U	83058B	83171.62599063	.00297795	00000-0	45102-1	0	141
2	14129	8.5555	247.4258	7265299	181.4100	174.2985	2.31509376	107
1	14129U	83058B	83172.05470767	.00299119	00000-0	41403-1	0	151
2	14129	8.5815	247.1153	7264722	181.9245	171.8300	2.31772589	115
1	14129U	83058B	83173.36811764	.00297823	00000-0	32418-1	0	170
2	14129	8.5692	246.2187	7262469	183.4063	189.4992	2.32544226	215
1	14129U	83058B	83177.26582168	.00000824	00000-0	99999-4	0	203
2	14129	8.5206	245.2939	7279870	185.7898	152.9096	2.29939790	57
1	14129U	83058B	83178.12924659	.00048771	-44493-4	24999-2	0	190
2	14129	8.5595	244.5527	7285838	187.1863	149.1314	2.30708949	246
1	14129U	83058B	83178.37499999	.00039506	-44521-4	24999-2	0	212
2	14129	8.5590	244.8583	7288727	186.7992	351.9191	2.29924800	75
1	14129U	83058B	83178.99908918	-.00048399	00000-0	-61010-2	0	223
2	14129	8.5354	244.4265	7280777	187.4132	148.1594	2.29960909	92
1	14129U	83058B	83180.73198646	.00011311	00000-0	12716-2	0	239
2	14129	8.5364	243.5112	7281481	189.0759	143.2426	2.30073255	136
1	14129U	83058B	83182.02743284	.00011941	00000-0	13096-2	0	249
2	14129	8.5334	242.8116	7281611	190.3050	136.3071	2.30106524	161
1	14129U	83058B	83184.62430938	.00011809	00000-0	13096-2	0	250
2	14129	8.4995	241.8006	7280964	192.3504	127.7592	2.30165422	227
1	14129U	83058B	83185.05771193	.00011809	00000-0	13096-2	0	260
2	14129	8.4977	241.6177	7280883	192.7097	126.8801	2.30175551	233
1	14129U	83058B	83185.92275796	.00011421	00000-0	12534-2	0	271
2	14129	8.5205	241.2371	7280913	193.4783	123.6647	2.30191379	255
1	14129U	83058B	83187.65416633	.00010347	00000-0	12636-2	0	280
2	14129	8.5374	240.1419	7278970	195.2984	118.5328	2.30221043	291
1	14129U	83058B	83188.08522140	.00012424	00000-0	13332-2	0	292
2	14129	8.5157	240.2526	7280855	195.3382	115.8664	2.30244260	309
1	14129U	83058B	83190.25070256	.00012330	00000-0	14034-2	0	308
2	14129	8.4964	239.4824	7279516	197.0083	110.9778	2.30296621	359
1	14129U	83058B	83191.98043871	.00012579	00000-0	12873-2	0	317
2	14129	8.5135	238.4985	7280798	198.6785	105.2200	2.30342793	390
1	14129U	83058B	83192.94024808	.00000041	00000-0	99999-4	0	332
2	14129	26.4200	250.6340	6055096	185.6570	183.9070	2.05849150	3922
1	14129U	83058B	83197.99999998	.00000126	00000-0	99999-4	0	348
2	14129	26.1620	249.4510	6041158	187.8410	333.5490	2.05822283	4020
1	14129U	83058B	83214.99999998	.00000132	00000-0	99999-4	0	356
2	14129	25.6670	248.6090	6046100	191.1820	331.5370	2.05849350	4375
1	14129U	83058B	83216.48999999	.00000115	00000-0	99999-4	0	365
2	14129	26.1720	248.0270	6036399	191.6770	355.8520	2.05881910	4373
1	14129U	83058B	83221.05500792	.00000012	00000-0	99999-4	0	381
2	14129	26.2165	247.2670	6039561	192.8931	138.9724	2.05852039	4464
1	14129U	83058B	83223.48180312	.00000011	00000-0	99999-4	0	415
2	14129	26.2024	246.8822	6039871	193.5343	137.3886	2.05851950	4510
1	14129U	83058B	83228.81974377	.00000008	00000-0	99999-4	0	426
2	14129	26.1920	246.0180	6042554	195.0257	133.1211	2.05850787	4621
1	14129U	83058B	83239.49535657	.00000003	00000-0	99999-4	0	432
2	14129	26.1486	244.2873	6044867	197.8941	124.5204	2.05853558	4845
1	14129U	83058B	83253.08385792	-.00000003	00000-0	99999-4	0	448
2	14129	26.1237	241.9710	6049048	201.7061	114.4840	2.05854224	5124
1	14129U	83058B	83254.05445004	-.00000003	00000-0	99999-4	0	450
2	14129	26.1204	241.8116	6049353	201.9724	113.7650	2.05854550	5149
1	14129U	83058B	83268.12904974	-.00000006	00000-0	99999-4	0	463
2	14129	26.1170	239.4114	6053319	205.8699	104.0193	2.05852760	5431
1	14129U	83058B	83270.07056710	-.00000007	00000-0	99999-4	0	478
2	14129	26.1014	239.1610	6052754	206.3313	102.8222	2.05854192	5471
1	14129U	83058B	83274.43866043	-.00000007	00000-0	99999-4	0	492
2	14129	26.0343	238.5230	6054512	207.4667	99.9024	2.05855161	5567
1	14129U	83058B	83278.32179214	-.00000007	00000-0	99999-4	0	503
2	14129	26.0436	237.7543	6056373	208.6501	97.5836	2.05852688	5640
1	14129U	83058B	83283.66062296	-.00000007	00000-0	99999-4	0	518
2	14129	26.0173	236.8396	6059029	210.1791	93.9927	2.05850099	5751
1	14129U	83058B	83285.11684078	-.00000007	00000-0	99999-4	0	529
2	14129	26.0151	236.7356	6059952	210.4675	93.1429	2.05850677	5785
1	14129U	83058B	83297.73726304	-.00000006	00000-0	99999-4	0	539
2	14129	25.9727	234.6430	6063802	213.9544	85.8060	2.05852306	6044
1	14129U	83058B	83307.93120171	-.00000003	00000-0	99999-4	0	541
2	14129	25.9444	232.9183	6067113	216.7929	80.1436	2.05853182	6254
1	14129U	83058B	83307.93122593	-.00000004	00000-0	99999-4	0	553
2	14129	25.9719	232.9263	6066485	216.8037	80.1580	2.05853161	6257
1	14129U	83058B	83307.93122596	-.00000004	00000-0	99999-4	0	567
2	14129	25.9718	232.9269	6066493	216.8029	80.1580	2.05853160	6251
1	14129U	83058B	83316.18373452	-.00000001	00000-0	99999-4	0	571
