#	#	#	#	#	#	#	#	#
1	08820U	76039A	80033.00647508	.00000018	00000-0	00000+0	0	1481
2	08820	109.8366	137.5309	0044362	329.0171	30.7857	6.38663848	87404
1	08820U	76039A	80033.00647508	.00000018	00000-0	00000-0	0	1482
2	08820	109.8366	137.5309	0044362	329.0171	30.7857	6.38663848	87404
1	08820U	76039A	80066.20385463	.00000017	00000-0	00000-0	0	1501
2	08820	109.8287	148.8997	0044542	321.9830	37.7747	6.38663680	89396
1	08820U	76039A	80066.20385463	.00000017	00000-0	00000+0	0	1500
2	08820	109.8287	148.8997	0044542	321.9830	37.7747	6.38663680	89396
1	08820U	76039A	80075.12955974	.00000017	00000-0	00000+0	0	1512
2	08820	109.8239	151.9574	0044195	319.9554	39.7861	6.38664677	89962
1	08820U	76039A	80078.73116496	.00000017	00000-0	00000+0	0	1521
2	08820	109.8248	153.1918	0044657	319.7390	39.9966	6.38663837	90199
1	08820U	76039A	80078.73116496	.00000017	00000-0	00000-0	0	1522
2	08820	109.8248	153.1918	0044657	319.7390	39.9966	6.38663837	90199
1	08820U	76039A	80078.73116496	.00000017	00000-0	00000+0	0	1521
2	08820	109.8248	153.1918	0044657	319.7390	39.9966	6.38663837	90199
1	08820U	76039A	80086.87391657	.00000017	00000-0	00000+0	0	1530
2	08820	109.8223	155.9841	0044202	317.9125	41.8142	6.38663777	90718
1	08820U	76039A	80086.87391657	.00000017	00000-0	00000-0	0	1531
2	08820	109.8223	155.9841	0044202	317.9125	41.8142	6.38663777	90718
1	08820U	76039A	80099.24462162	.00000017	00000-0	00000+0	0	1546
2	08820	109.8207	160.2134	0044501	314.6886	45.0152	6.38666170	91509
1	08820U	76039A	80099.55780331	.00000017	00000-0	00000+0	0	1552
2	08820	109.8275	160.3360	0044270	315.3895	44.2792	6.38663728	91526
1	08820U	76039A	80099.55780331	.00000017	00000-0	00000-0	0	1553
2	08820	109.8275	160.3360	0044270	315.3895	44.2792	6.38663728	91526
1	08820U	76039A	80100.18418662	.00000017	00000-0	00000+0	0	1560
2	08820	109.8205	160.5481	0044531	315.2942	44.4131	6.38663825	91568
1	08820U	76039A	80100.18418662	.00000017	00000-0	00000-0	0	1561
2	08820	109.8205	160.5481	0044531	315.2942	44.4131	6.38663825	91568
1	08820U	76039A	80104.09897503	.00000017	00000-0	00000+0	0	1570
2	08820	109.8118	161.8708	0044138	314.1565	45.5470	6.38663566	91817
1	08820U	76039A	80104.09897503	.00000017	00000-0	00000-0	0	1571
2	08820	109.8118	161.8708	0044138	314.1565	45.5470	6.38663566	91817
1	08820U	76039A	80132.59861715	.00000017	00000-0	00000-0	0	1584
2	08820	109.8122	171.6248	0043938	307.5741	52.0931	6.38663783	93637
1	08820U	76039A	80132.59861715	.00000017	00000-0	00000+0	0	1583
2	08820	109.8122	171.6248	0043938	307.5741	52.0931	6.38663783	93637
1	08820U	76039A	80148.57094856	.00000017	00000-0	00000-0	0	1594
2	08820	109.8015	177.1108	0044622	305.4944	54.1525	6.38663770	94658
1	08820U	76039A	80148.57094856	.00000017	00000-0	00000+0	0	1593
2	08820	109.8015	177.1108	0044622	305.4944	54.1525	6.38663770	94658
1	08820U	76039A	80149.04072438	.00000017	00000-0	00000+0	0	1600
2	08820	109.7925	177.2464	0043836	303.5184	56.1432	6.38663892	94681
1	08820U	76039A	80149.04072438	.00000017	00000-0	00000-0	0	1601
2	08820	109.7925	177.2464	0043836	303.5184	56.1432	6.38663892	94681
1	08820U	76039A	80149.98026598	.00000017	00000-0	00000+0	0	1610
2	08820	109.7981	177.5874	0044358	304.4910	55.1511	6.38663899	94749
1	08820U	76039A	80149.98026598	.00000017	00000-0	00000-0	0	1611
2	08820	109.7981	177.5874	0044358	304.4910	55.1511	6.38663899	94749
1	08820U	76039A	80157.49665773	.00000017	00000-0	00000+0	0	1620
2	08820	109.7976	180.1560	0044553	302.9299	56.7079	6.38663960	95224
1	08820U	76039A	80157.49665773	.00000017	00000-0	00000-0	0	1621
2	08820	109.7976	180.1560	0044553	302.9299	56.7079	6.38663960	95224
1	08820U	76039A	80171.43330186	.00000017	00000-0	00000+0	0	1649
2	08820	109.7990	184.9291	0043773	299.4136	60.2225	6.38663864	96111
1	08820U	76039A	80171.43330186	.00000017	00000-0	00000-0	0	1640
2	08820	109.7990	184.9291	0043773	299.4136	60.2225	6.38663864	96111
1	08820U	76039A	80171.43330186	.00000017	00000-0	00000+0	0	1649
2	08820	109.7990	184.9291	0043773	299.4136	60.2225	6.38663864	96111
1	08820U	76039A	80173.46899072	.00000017	00000-0	00000-0	0	1650
2	08820	109.8034	185.6399	0044521	299.6038	60.0189	6.38663631	96246
1	08820U	76039A	80173.46899072	.00000017	00000-0	00000+0	0	1659
2	08820	109.8034	185.6399	0044521	299.6038	60.0189	6.38663631	96246
1	08820U	76039A	80181.92492972	.00000017	00000-0	00000+0	0	1668
2	08820	109.7975	188.5253	0043721	297.1144	62.5058	6.38663684	96781
1	08820U	76039A	80181.92492972	.00000017	00000-0	00000-0	0	1669
2	08820	109.7975	188.5253	0043721	297.1144	62.5058	6.38663684	96781
1	08820U	76039A	80211.36413078	0.00000017	00000+0	00000+0	0	1675
2	08820	109.7946	198.6017	0044127	291.1116	68.4894	6.38663960	98662
1	08820U	76039A	80211.36413078	.00000017	00000-0	00000-0	0	1672
2	08820	109.7946	198.6017	0044127	291.1116	68.4894	6.38663960	98662
1	08820U	76039A	80211.52071943	.00000017	00000-0	00000-0	0	1682
2	08820	109.7933	198.6547	0044225	291.0766	68.5145	6.38663912	98673
1	08820U	76039A	80211.52071943	0.00000017	00000+0	00000+0	0	1685
2	08820	109.7933	198.6547	0044225	291.0766	68.5145	6.38663912	98673
1	08820U	76039A	80228.90238208	0.00000017	00000+0	00000+0	0	1695
2	08820	109.8025	204.6047	0044172	287.5436	72.0452	6.38663769	99788
1	08820U	76039A	80228.90238208	.00000017	00000-0	00000-0	0	1692
2	08820	109.8025	204.6047	0044172	287.5436	72.0452	6.38663769	99788
1	08820U	76039A	80239.39400980	0.00000017	00000+0	00000+0	0	1700
2	08820	109.8114	208.2113	0044278	285.7919	73.7844	6.386636261	00456
1	08820U	76039A	80239.39400980	.00000017	00000-0	00000-0	0	1707
2	08820	109.8114	208.2113	0044278	285.7919	73.7844	6.386636261	00456
1	08820U	76039A	80255.20975049	.00000017	00000-0	00000+0	0	1718
2	08820	109.8049	213.6159	0044097	281.7298	77.8446	6.386638151	01463
1	08820U	76039A	80255.20975049	.00000017	00000-0	00000-0	0	1719
2	08820	109.8049	213.6159	0044097	281.7298	77.8446	6.386638151	01463
1	08820U	76039A	80276.34959699	.00000017	00000-0	00000+0	0	1731
2	08820	109.8272	220.8643	0044015	277.2004	82.3649	6.386637361	02812
1	08820U	76039A	80276.34959699	.00000017	00000-0	00000-0	0	1732
2	08820	109.8272	220.8643	0044015	277.2004	82.3649	6.386637361	02812
1	08820U	76039A	80324.73636801	.00000018	00000-0	00000+0	0	1747
2	08820	109.8310	237.4172	0043936	265.9968	93.5667	6.386637261	05906
1	08820U	76039A	80324.73636801	.00000018	00000-0	00000-0	0	1748
2	08820	109.8310	237.4172	0043936	265.9968	93.5667	6.386637261	05906
1	08820U	76039A	80340.23892306	.00000018	00000-0	00000+0	0	1755
